id,name,location_type,RCaccepted,registered__intl,registered__skill,registered__gender,duration,onsk8s,contact,coach,created_on,description,regcap,audcap,con,con__city,con__year
726,Breakin  Floor Control  Fancy Feet,Seminar/Conference Room,0,0,0,NA/Coed,1.0,0,0,1491,2016-02-05 08:03:24,"Don't be the kid at the after party faking a sprain because you don't know how to dance! You own the track at the bout, now own the floor at the party. Learn a complete set of breakin' steps from setup to floor work,  including circle etiquette, taunts, and styles straight from the Los Angeles Hip-Hop underground.

Iron Panda is a travel coach and conditioning trainer for the San Fernando Valley Roller Derby (WFTDA) and SFV Juniors (JRDA) leagues. He's also the Coach/Trainer for SFV's Topanga Maul Rats, which is neat. Aside from Roller Derby, Iron Panda is a mixed martial artist, fitness trainer, and full time joker. He also likes breakdancing, video games, and beer. http://vincentfalconmartinez.com/
",,,2,Las Vegas,2016
597,Bridging for Offensive Blocking,Flat Track,0,0,3,NA/Coed,2.0,1,1,1523,2016-02-05 08:03:12,"LEARN THE BENEFITS OF BRIDGING AND DIFFERENT STRATEGIES FOR OFFENSIVE BLOCKING.

WRECKING BILL PLAYS FOR THE ST. LOUIS  GATEKEEPERS, TEAM SEXY, TEAM BERZERKER, AND TEAM MISSOURI. HE IS A VANILLA SKATES SPONSORED SKATER, AND A VETERAN ROLLERCON PARTICIPANT AND TEACHER. HE *LOVES* CAPSLOCK - AND WE LOVE BILL.
",,,2,Las Vegas,2016
598,BT Training Angles Are Our Friends,Banked Track,0,0,3,NA/Coed,2.0,1,1,1518,2016-02-05 08:03:12,"This on skates class will cover all angles of the banked track and utilizing your speed and the force of the track to your advantage when blocking and jamming. We will break down stride, footwork, skating the coping, skating the rail and recycling for maximum coverage of the track. 

Bo Toxic is an eight year veteran and has travelled the US playing at the highest level of both banked and flat track derby. Bo began coaching 2008 and is well versed in transitioning from surface to surface utilizing different rule sets to her advantage. Bo is currently a coach, player and staff member with the San Diego Derby Dolls. She is an aggressive blocker and known for her strong communication as a pivot but believes the key to success on any surface is team work.
",,,2,Las Vegas,2016
599,BT Training Banked Basics,Banked Track,0,0,0,NA/Coed,2.0,1,0,1518,2016-02-05 08:03:12,"Never skated on a banked track before?  This class is for YOU!  This on-skates training session will cover the basics of getting to know the inclined surface. This course will touch on rules, stride and lateral mobility. Great for skaters of all levels though it will truly be a basic intro course geared at those who have never skated on a banked track. Don't be shy. This course is for you to come on out and try the banked track!

Bo Toxic is an eight year veteran and has traveled the US playing at the highest level of both banked and flat track derby. Bo began coaching 2008 and is well versed in transitioning from surface to surface utilizing different rule sets to her advantage. Bo is currently a coach, player and staff member with the San Diego Derby Dolls. She is an aggressive blocker and known for her strong communication as a pivot but believes the key to success on any surface is team work.
",,,2,Las Vegas,2016
600,BT Training Banked Track 101,Banked Track,0,0,3,NA/Coed,2.0,1,1,1505,2016-02-05 08:03:12,"Ever wanted to try Banked Track? Here's your chance! We will go over all the basics: starting, stopping, pack definition, hitting and rail spins! Banked track is more fun than you can imagine. 

Tara Hoedown has been skating with the Tilted Thunder Rail Birds for 5 years. The last two years have been her favorite as she skates on the All-Star team and is the captain of her home team, the Sugar Skulls. She's been a league coach for the last 2 years and really enjoys teaching derby. She currently coaches both flat and banked track derby in Seattle.
",,,2,Las Vegas,2016
601,BT Training Defense to Offense,Banked Track,0,0,3,NA/Coed,2.0,1,1,1474,2016-02-05 08:03:12,"We will work on the quick change from defense to offense and back again, including the cues, placement, communication and execution of the offense and how to snap back to defense one you are done. Bring a black, white and a whole lot of hustle!

Lacey """"Carmen Getsome"""" Ramon is both a Team Antiks skater and Team USA skater that has been on skates for 9 years.  She was a primary jammer for 7 years and in 2013 started blocking.  She is an exceptional pivot, performing devastating contact and containment on the opponent while reading the minds of her jammers, creating amazing offensive opportunities as well as executing sneaky hat passes. Getsome is the proud owner of Getsome Athletics, an international roller derby training company.
",,,2,Las Vegas,2016
602,BT Training Derby Ice Cream Cone,Banked Track,0,0,3,NA/Coed,2.0,1,1,1517,2016-02-05 08:03:13,"Offense and Defense: you need both to play good derby! We'll start with the basics of each and learn how to combine them for success. You'll learn different techniques and how they all work together to make tasty derby. Bring black and white shirts and a delicious attitude!

Babe A Fett is currently wandering. She spent the last 4 1/2 years with the Los Angeles Derby Dolls and was the Captain of the Tough Cookies, head of LADD's Training Team for 2 years and skated for the LA Ri-Ettes. After some soul-searching and school-taking, Babe is heading to Denver for work, where she's sure to find out if she can figure out what this whole """"flat track"""" thing is about.",,,2,Las Vegas,2016
603,BT Training Dont Give a Bird Shit When He Flies,Banked Track,0,0,3,NA/Coed,2.0,1,1,1498,2016-02-05 08:03:13,"Its not showing off or grandstanding - birds were born to fly! This course will focus on not only being effective with fancy moves, but also having fun while doing them, and enjoying yourself while bouting. 

Quadzilla's self-written bio just said something dumb like, ""I'm black and I skate,"" so here are just a few of the legends about him. Quadzilla LK started skating in diapers and joined his first derby team roughly sometime before puberty (which was way earlier than most of you people think), in the dark ages when the sport was played on inline skates by people with enormous hair and you were probably still teething.  He was a featured skater in a bunch of TV commercials, loves to jump rows of skaters laying on the ground, can skate with his skate on his ass better than most of you can skate with 'em on your feet, and has a new pair of flashy shoes every single time you lay eyes on him.  He guest coaches all over and has been seen rocking both flat and banked tracks on several continents.  He plays mens derby for the Puget Sound Outcasts, and developed Antik Skates, Heartless and B'Zerk Wheels and Gumball Stops. We heard he was once a pro snowboarder.  He doesn't have anything at all to do with Derby News Network and has never been a ref, though he's not above wearing a dress if the situation calls for it.  He likes the kind of sushi that has fried things and cream cheese in it.  We don't think he's a super hero, but he does actually have a sidekick named Boy (something). For real. Little known fact: the ""LK"" stands for ""likes kumquats.""
",,,2,Las Vegas,2016
604,BT Training First Time on the Banked Track ,Banked Track,0,0,2,NA/Coed,2.0,1,0,1465,2016-02-05 08:03:13,"First Time on the Banked Track (Beginner, Contact Safe, Bouting Skaters)
Curious about how to skate the banked track but want some technical know-how before you jump on it?  Look now further than this baby-steppin' class that will get you from rail grabber to free skater in no time.  This is your chance to get on the track in a pressure free environment and have one of the greatest skate experiences of your life!

Dirty Deborah Harry is a 3rd generation skating instructor, who began her classical training at age four, being coached by both her mother and father.  Her extended family was fortunate enough to own and operate the local roller rink, which meant she literally grew up on wheels.   Dirty possesses a unique ability to teach beginning to advanced skating skills (with a strict focus on technical perfection) and translate those skills into strong derby play.  Her class atmosphere has been described as both humorous and inspirational.   When she is not teaching here or abroad, you can find her playing both banked and flat track derby in Southern California.
",,,2,Las Vegas,2016
605,BT Training Flat to Banked ,Banked Track,0,0,3,NA/Coed,2.0,1,1,1470,2016-02-05 08:03:13,"Turn your advanced flat track skills into banked track dominance. You already know how to play roller derby. Learn tips and tricks from bitraxual skaters to help translate your flat track knowledge into banked track dominance. We'll talk about the importance of zone defense, give you RDCL split pack tips and demonstrate the crucial physics of the 5th blocker for defense on banked. We'll also show how the the track benefits jammers and how to use your speed and increased ability to make fast lateral cuts to fake blockers off the rail or jump the apex and blaze through the pack. Not for new players - you should already be very comfortable on your skates and it would be helpful if you've already had a chance to open skate the banked track so you're over that first couple laps of """"woah!""""

Razorslut has been skating, managing and coaching roller derby for over ten years on both banked and flat tracks and is known far and wide as the Nicest Person in LA. She got her start with the LA Derby Dolls, and now skates and coaches for SFV Roller Derby. She's skated and managed championship bouts for both flat and banked track teams, and regularly guest-manages teams all over California.
",,,2,Las Vegas,2016
606,BT Training Great Pivots Arent Born,Banked Track,0,0,3,NA/Coed,2.0,1,1,1481,2016-02-05 08:03:13,"Great Pivots Aren't Born; They Just Practice a Lot

Have you ever felt like some people are more predisposed to pivoting than others? Like they were just born with more of those ""God-given talents?"" Not true. They have just been practicing longer. Maybe not on the track, but in their life they practice those skills. Both on and off-skates, you too can practice those skills to become a great Pivot. In this on-skates class, we will look at ways to speak confidently, lead and act all at the same time. Participants will learn drills to groom these talents and become more confident pivots.

Isabelle Ringer has been a member of the San Diego Derby Dolls since January 2006 and played and coached on both flat and banked tracks worldwide for the 6 competitive seasons. Having spent many games, pivoting, blocking and jamming, Ringer has a diverse background of experience and loves the sport of roller derby on any surface. Recently retired from competitive play, Ringer is the full time Owner and General Manager of the San Diego Derby Dolls and spends the majority of her time working to grow and promote the sport of banked track roller derby.
",,,2,Las Vegas,2016
607,BT Training Highs  Lows of Banked Track,Banked Track,0,0,3,NA/Coed,2.0,1,1,1504,2016-02-05 08:03:13,"Weird thing about the banked track...it's all angled and stuff! So may as well figure out how to navigate those angles. In this class, we'll work on the nuances of blocking high and low on the banked track. We'll cover such important topics as moving laterally on the bank, how not to fling yourself off the track when you block to the inside, how to make use of your """"fifth blocker"""" (aka the rail) and how to escape when you've been handled by said """"fifth blocker"""". Good for beginner banked track skaters, but you should be at least a B-C level on the flat track. 

Suzy Snakeyes is a recently retired roller derby athlete and Certified Personal Trainer and Certified Strength and Conditioning Specialist based out of Los Angeles, CA. Suzy owns Power Jam Fitness (www.powerjamfitness.com), which provides derby-inspired group training, personal training and online fitness training to anyone looking to bring out their inner athlete. Suzy spent eleven years skating with the LA Derby Dolls and was a founding member and original captain of the Tough Cookies, the team that was the inspiration for the Hurl Scouts team in """"Whip It"""". In her years with the LA Derby Dolls, she served as the original head of the league's training team, Captain of the Aftershockers (B-level all-star team) during the team's undefeated run in 2009, Assistant Coach of the Ri-ettes (A-level all-star team) in 2013 and instructor with the Derby Por Vida roller derby fitness program. Suzy is currently coaching the Tough Cookies and is on her eighth year teaching Derby Por Vida classes -- proving that even after retirement, Suzy just can't quit roller derby.
",,,2,Las Vegas,2016
608,BT Training Jump To It,Banked Track,0,0,3,NA/Coed,2.0,1,1,1505,2016-02-05 08:03:13,"Jumping is fun and SO MUCH EASIER TO LEARN on a flexible, bouncy wooden surface! Learn how to jump the apex, jump over a downed player and hop your way over obstacles!

Tara Hoedown has been skating with the Tilted Thunder Rail Birds for 5 years. The last two years have been her favorite as she skates on the All-Star team and is the captain of her home team, the Sugar Skulls. She's been a league coach for the last 2 years and really enjoys teaching derby. She currently coaches both flat and banked track derby in Seattle.
",,,2,Las Vegas,2016
609,BT Training Obstructive Blocking,Banked Track,0,0,3,NA/Coed,2.0,1,1,1481,2016-02-05 08:03:13,"Obstructive Blocking: Sticky Orbits & Increasing Your Surface Area 

This on-skates class will focus on breaking down effective techniques for obstructive blocking into its simplest parts. Tips for using maximum surface area as well as constant contact will be reinforced with lots of deliberate practice and incremental growth. This class is great for those just starting out in contact roller derby but can also be invaluable to more intermediate and advanced skaters working on reducing penalties and becoming more effective in the pack.  These techniques can be applied to both flat and banked track roller derby.  

Isabelle Ringer has been a member of the San Diego Derby Dolls since January 2006 and played and coached on both flat and banked tracks worldwide for the 6 competitive seasons. Having spent many games, pivoting, blocking and jamming, Ringer has a diverse background of experience and loves the sport of roller derby on any surface. Recently retired from competitive play, Ringer is the full time Owner and General Manager of the San Diego Derby Dolls and spends the majority of her time working to grow and promote the sport of banked track roller derby.
",,,2,Las Vegas,2016
610,BT Training Power Hitting on the Bank,Banked Track,0,0,3,NA/Coed,2.0,1,1,1505,2016-02-05 08:03:13,"Hitting is just more fun on the banked! In this class you will learn how to maximize your hits using the incline of the track. The falling is easier too, the wood track allows you to pop right back up. So it's fun whether you are the hitter or the hittee! 

Tara Hoedown has been skating with the Tilted Thunder Rail Birds for 5 years. The last two years have been her favorite as she skates on the All-Star team and is the captain of her home team, the Sugar Skulls. She's been a league coach for the last 2 years and really enjoys teaching derby. She currently coaches both flat and banked track derby in Seattle.",,,2,Las Vegas,2016
611,BT Training RaDiCaL Differences,Banked Track,0,0,3,NA/Coed,2.0,1,1,1504,2016-02-05 08:03:13,"Trying out the banked track means dipping your toes into a new ruleset pool! This class will help you navigate the waters. You'll be surprised to find a good number of similarities between Roller Derby Coalition of Leagues (aka RDCL) rules and WFTDA rules. We'll help you work through the rest. We'll examine one minute jams, changing lead jammers, """"pivot alley"""" (what now?), split pack (no such thing as no pack or destruction of pack!) and more! Bring a black and white shirt and a desire to expand your derby horizons.

Suzy Snakeyes is a recently retired roller derby athlete and Certified Personal Trainer and Certified Strength and Conditioning Specialist based out of Los Angeles, CA. Suzy owns Power Jam Fitness (www.powerjamfitness.com), which provides derby-inspired group training, personal training and online fitness training to anyone looking to bring out their inner athlete. Suzy spent eleven years skating with the LA Derby Dolls and was a founding member and original captain of the Tough Cookies, the team that was the inspiration for the Hurl Scouts team in """"Whip It"""". In her years with the LA Derby Dolls, she served as the original head of the league's training team, Captain of the Aftershockers (B-level all-star team) during the team's undefeated run in 2009, Assistant Coach of the Ri-ettes (A-level all-star team) in 2013 and instructor with the Derby Por Vida roller derby fitness program. Suzy is currently coaching the Tough Cookies and is on her eighth year teaching Derby Por Vida classes -- proving that even after retirement, Suzy just can't quit roller derby.
",,,2,Las Vegas,2016
612,BT Training Scrimmage Scenarios,Banked Track,0,0,3,NA/Coed,2.0,1,1,1518,2016-02-05 08:03:13,"Learn basic banked strategies in the context of directed scrimmage. This class will allow you to get some scrimmage time in with deliberate goals and scenarios. We will reassess every few jams and break down lining up to your advantage, power jams and avoiding penalties.

Bo Toxic is an eight year veteran and has travelled the US playing at the highest level of both banked and flat track derby. Bo began coaching 2008 and is well versed in transitioning from surface to surface utilizing different rule sets to her advantage. Bo is currently a coach, player and staff member with the San Diego Derby Dolls. She is an aggressive blocker and known for her strong communication as a pivot but believes the key to success on any surface is team work.",,,2,Las Vegas,2016
613,BT Training The Art of the Inside Hit,Banked Track,0,0,3,NA/Coed,2.0,1,1,1481,2016-02-05 08:03:13,"This on-skates class will focus on skating skills needed for effective inside blocking. Then skaters will apply those skills to destructive blocking techniques that will drop opponents on their butts or send them sailing into the infield. These techniques can be applied on both flat and banked tracks. 

Isabelle Ringer has been a member of the San Diego Derby Dolls since January 2006 and played and coached on both flat and banked tracks worldwide for the 6 competitive seasons. Having spent many games, pivoting, blocking and jamming, Ringer has a diverse background of experience and loves the sport of roller derby on any surface. Recently retired from competitive play, Ringer is the full time Owner and General Manager of the San Diego Derby Dolls and spends the majority of her time working to grow and promote the sport of banked track roller derby.",,,2,Las Vegas,2016
725,Buti Yoga,Seminar/Conference Room,0,0,0,NA/Coed,1.0,0,0,1460,2016-02-05 08:03:24,"Buti yoga means transformation from the inside out. It is a blend of plyometrics, tribal dance, yoga and cardio that opens up the chakras and gets you shaking that booty. Developed by Bizzie Gold, Buti uses spiral technology to strengthen and improve the core - a HUGE component of roller derby! http://butiyoga.com/about/#

Holly Ween has been skating since 2008 and attending RC since 2009. Since she is an old skater she has started to heavily rely on yoga to save her body, mind, heart and soul as well. It works and because it works so well she became a certified yoga teacher to share this with the rest of the derby world. Holly Ween skates for NAZRD. New WFTDA member as of 2015!",,,2,Las Vegas,2016
614,Carve the Wall,Flat Track,0,0,4,NA/Coed,2.0,1,1,1477,2016-02-05 08:03:13,"Learn how to take advantage of the wall from the rear. For blockers, this is the baseline for rear offense and the incorporation of timing. For jammers, this is a tool to get through the wall. This session finishes off with effective offense from the front. Come to this session as a jammer/blocker pair, if possible. 

Mercy Shammah believes her coaching job is to challenge skaters, pushing them beyond their self-imposed limitations to help them play at their highest level of intensity and skill. Her dynamic coaching style echoes the ever changing sport or roller derby. Mercy has an adaptive range of coaching proficiencies. She provides limitless tips and feedback to skaters of all skill levels. Her skating history includes captaining the Wheels of Justice in 2014, she lead her team to a gold medal for International Playoffs and a silver medal for International Championships. Mercy is a member of Team USA and a proud member of Team Vagine.",,,2,Las Vegas,2016
615,Communication is Key,Flat Track,0,0,3,NA/Coed,2.0,1,1,1474,2016-02-05 08:03:13,"Mayja Look and Carmen Getsome will teach you how to develop communication skills that will take you from an average joe to a derby pro!  Learn drills that help with proper and precise communication techniques while on the track doing work.

Mayja Look and Carmen Getsome are a dynamic duo. Sisters by birth, best friends by choice and teammates by hard work and dedication! These two have been playing sports together for nearly 20 years and now they are taking on the world of derby coaching and they couldn't be happier working together.  They compliment each others skills well. Come check out their entertaining coaching style and smile and laugh while you learn tricks to upgrade your skills!",,,2,Las Vegas,2016
616,Crazzzy Legs,Flat Track,0,0,3,NA/Coed,1.5,1,1,1494,2016-02-05 08:03:13,"Edgework, balance, quick reaction time; these are tools that must be in a skater's tool belt. Crazzzy legs are what happens when you put these pieces together to move around the track, within your wall, around a wall. Crazzzy legs are an asset to a blocker, and an ace up the sleeve for a jammer. Get ready to give your legs a workout. Drills are adaptable for any level, so come one, come all.

1.5 hour session

Merry Khaos is a member of Tampa Roller Derby, writer of the Khaos Theory Blog, """"Below the 45th"""" for Jammerline Magazine, and a contributor to Blood & Thunder. She has been skating and coaching for six seasons, power-lifting for a year, and is a recognized member of the MRDA Dazzle. She is a health coach with Derbalife, coach with DNA Coaching, part of Team Demon United, and a Roller Derby Elite skater. Overall: she eats, sleeps, breathes, dreams, and obsesses over roller derby [and how to make us all better at it].http://www.khaostheoryblog.com",,,2,Las Vegas,2016
617,Creating Drills on the Track Coaches  Captains,Flat Track,0,0,3,NA/Coed,2.0,1,1,1479,2016-02-05 08:03:13,"Use scrimmage to create drills. We will break a concept down to its origin and build it up to the final picture. This class is highly recommended for on-skates captains and coaches. Bring black & white shirts with your number on them for scrimmage.

Smarty lives and skates in Austin, Texas where she is part of the Texas Rollergirls, the Texecutioners and Team USA. She's been coaching for ages and enjoys sharing her knowledge of the sport. She's constantly looking for ways to improve and strengthen her own skill set and in turn, her classes tend to be based on the hot topics she has been focusing on in preparation for games. Smarty believes she has done her job right if you leave her class still thinking about the topics that were covered. She's not interested in skaters memorizing her concepts; she'd prefer that they take the information they learn and play around with it until they have made it work for them. Smarty Pants has never missed a Rollercon and attributes the convention as a major factor in kicking off her coaching career. She believes that experiencing Rollercon is essential for every skater's true derby experience.
",,,2,Las Vegas,2016
740,Damage Control Yoga,Seminar/Conference Room,0,0,0,NA/Coed,1.0,0,0,1499,2016-02-05 08:03:25,"Easy yoga flow to keep you charging through the best week of your life. Do yourself a favor and stay in for the long game with a short time out to rehab and recoup. 

Sassin's love for derby was born with the Maui Roller Girls six years ago, but she has been practicing yoga for over a decade. Having tried a variety of styles, she fell in love with the intelligent alignments and freedom of expression of Wisdom Flow Yoga. The practical application of yoga for derby worn bodies was her inspiration to become a certified instructor. She believes that self-maintenance is as important to performance as tuning one's gear. You can't buy a new body at Sin City Skates, so take care of the one you've got.",,,2,Las Vegas,2016
618,Defensive Jamming,Flat Track,0,0,3,NA/Coed,2.0,1,1,1476,2016-02-05 08:03:13,"Play smarter - not harder - and learn how to make the most out of your time on the track as a jammer. Sometimes it's enough to plow through the pack and score points, but it's even better if you can stay patient and help your blockers control the other jammer - thus maximizing the amount of time and control that you have while jamming. Nothing is more frustrating than breaking the pack with the other jammer right behind you. In this class you'll be set up with the tools for learning when and how to switch from offense to defense as a jammer, and come out on the other side calm, cool, collected, and in control. 

The Smacktivist #365 skates with the Ohio Roller Girls and serves the league as a trainer and go-to jammer. They have a strong background in Tier I, AAA Ice Hockey, and have acquired numerous MVP awards throughout their derby career, including 2012 North Central Regional Jammer, their rookie season. They also own and operate Next Level Skate Shop and Training, out of Columbus, OH, where they also skate ramps, lift heavy things, and hold down a positive mental attitude.",,,2,Las Vegas,2016
